text_to_classify,predicted_code,predicted_label,prediction_probability
retinoschisis,8989,Mental Disorders,0.1
sleep insomnia,8989,Mental Disorders,0.96
peroneal tendonitis,9006,Neurological - Cranial/Peripheral Nerves,0.15
ringing,3140,Hearing Loss,0.61
knee limitation extension,8997,Musculoskeletal - Knee,0.99
knee limitation flexion,8997,Musculoskeletal - Knee,0.99
knee limitation extension,8997,Musculoskeletal - Knee,0.99
knee limitation flexion,8997,Musculoskeletal - Knee,0.99
bruxism,8967,Dental and Oral,0.55
temporomandibular disorder tmj,249481,Dental and Oral - Musculoskeletal,0.75
temporomandibular disorder tmj,249481,Dental and Oral - Musculoskeletal,0.75
melena,8989,Mental Disorders,0.1
pruritus,9016,Skin,0.53
abnormal uterine vaginal bleeding,8978,Gynecological,0.91
prolonged paresthesia tongue dental procedure,8967,Dental and Oral,0.31
mental health issues,8989,Mental Disorders,0.93
radiculopathy lower extremities femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
radiculopathy lower extremities femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
lumbosacral strain kyphosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.42
ankle lateral collateral ligament sprain osteoarthritis,8991,Musculoskeletal - Ankle,0.99
ingrown toe nails,9016,Skin,0.47
difficulty thinking memory loss,8989,Mental Disorders,0.81
plantar wart foot,9016,Skin,0.66
tinnitus ringing both ears,3140,Hearing Loss,0.98
lumbar strain upper back middle back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
tinnitus hearing loss,3140,Hearing Loss,1.0
vertigo,8969,Ear Disease and Other Sense Organs,0.83
insomnia,8989,Mental Disorders,0.95
fertility issues,8989,Mental Disorders,0.1
foot neuropathy,9006,Neurological - Cranial/Peripheral Nerves,0.68
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
enthesopathies lower limb excluding foot,9006,Neurological - Cranial/Peripheral Nerves,0.37
sleep disturbances,8989,Mental Disorders,0.6
lower extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.45
vertigo,8969,Ear Disease and Other Sense Organs,0.83
post void dribbling,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.13
urinary frequency,8975,Genitourinary,0.88
cervical strain claimed lump on neck,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.94
anxiety hypervigilance,8989,Mental Disorders,0.99
insomnia,8989,Mental Disorders,0.95
dizziness,8969,Ear Disease and Other Sense Organs,0.63
radiation exposure,9012,Respiratory,0.33
burn pit exposure,9012,Respiratory,0.65
back injury,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.9
pruritus ear canal,9016,Skin,0.34
insomnia,8989,Mental Disorders,0.95
temporary pt surgery rehabilitation weeks,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.15
lumbosacral spine degenerative disc disease degenerative joint disease herniated disc status post lumbar lamino foraminotomy microdiscectomy,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
lumbar spondylolisthesis degenerative arthritis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.84
loss sight eye,8974,Eye (Vision),0.99
restricted shoulder mobility,9002,Musculoskeletal - Shoulder,0.93
restricted neck mobility,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.64
inconsistent ovulation frequently missed menstrual periods,8978,Gynecological,0.76
stomach ulcer,8968,Digestive,0.98
lower stomach irregular bowel movement,8968,Digestive,0.95
restricted sense smell,8969,Ear Disease and Other Sense Organs,0.57
anxiety disorder dc,8989,Mental Disorders,0.95
gerd gastroesophageal reflux disease hiatal hernia dc,8968,Digestive,0.99
cervical spondylosis radiculopathy dc dc,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.31
sleep apnea requiring cpap dc,9012,Respiratory,0.87
toenail fungus ingrown toenails claimed onychomycosis,9016,Skin,0.97
stress fracture hip,8996,Musculoskeletal - Hip,0.99
respiratory issues,9012,Respiratory,1.0
alcoholism recovery,8989,Mental Disorders,0.83
onychomycosis,9016,Skin,0.83
scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.75
radiculopathy lower extremity sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
radiculopathy lower extremity sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lumbar degeneration,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.5
pseudo folliculitis barbae,9016,Skin,0.94
mental health include depression anxiety insomnia,8989,Mental Disorders,0.96
insomnia,8989,Mental Disorders,0.95
lower extremity radiculopathy sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.67
rem behavior disorder,8989,Mental Disorders,0.86
bruxism,8967,Dental and Oral,0.55
dry eyes,8974,Eye (Vision),0.4
degenerative changes ankle,8991,Musculoskeletal - Ankle,1.0
mechanical low back claimed low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
digestive disorder,8968,Digestive,0.96
allergies,8989,Mental Disorders,0.1
shoulder rotator cuff syndrome arthritis previously rated under,9002,Musculoskeletal - Shoulder,0.97
small disc hernia low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.9
lumbosacral strain claimed low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
degenerative changes lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
somatic symptom disorder ssd depression,8989,Mental Disorders,0.99
bone spurs,249482,Musculoskeletal - Bones,0.63
memory loss,8989,Mental Disorders,0.75
dizziness,8969,Ear Disease and Other Sense Organs,0.63
concussion,9020,Traumatic Brain Injury,0.62
gulf war,9012,Respiratory,0.14
afff,9016,Skin,0.11
dysuria voiding dysfunction,8975,Genitourinary,0.86
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
ankylosis back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.88
periodontitis,8989,Mental Disorders,0.1
bruxism,8967,Dental and Oral,0.55
inflammatory bowel syndrome,8968,Digestive,0.75
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
bruxism,8967,Dental and Oral,0.55
knee extension,8997,Musculoskeletal - Knee,0.99
knee limitation rotation,8997,Musculoskeletal - Knee,0.91
knee stability,8997,Musculoskeletal - Knee,1.0
knee limitation flexion,8997,Musculoskeletal - Knee,0.99
knee extension,8997,Musculoskeletal - Knee,0.99
knee limitation rotation,8997,Musculoskeletal - Knee,0.91
knee limitation flexion,8997,Musculoskeletal - Knee,0.99
depression depressive disorder anxiety,8989,Mental Disorders,1.0
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
lower extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.45
sleep disturbance,8989,Mental Disorders,0.87
gastrointestinal ibs like symptoms,8968,Digestive,0.97
knee conditions,8997,Musculoskeletal - Knee,1.0
actinic keratosis,9016,Skin,0.81
skin disfigurement,9016,Skin,0.93
lymes disease,8979,Heart/Veins/Arteries,0.15
requesting increase lumbosacral strain worsened new mri confirms discogenic disease l s range motion limited radiculopathy present,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.58
radiculopathy lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.45
burn pit exposure,9012,Respiratory,0.65
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
insomnia,8989,Mental Disorders,0.95
shoulder numbness,9002,Musculoskeletal - Shoulder,0.8
ptsd post traumatic stress disorder mst,None,,0.91
heart issues,8979,Heart/Veins/Arteries,0.99
sleep disturbances,8989,Mental Disorders,0.6
insomnia,8989,Mental Disorders,0.95
arthritis residuals fracture hand th metacarpophalangeal joint previously rated residuals fracture hand th metacarpophalangeal joint claimed hand,8995,Musculoskeletal - Hand,0.92
chest,8979,Heart/Veins/Arteries,0.49
muscle weakness,9005,Musculoskeletal and Muscle Injuries,0.4
dorsalgia,8989,Mental Disorders,0.1
inflammation scrotum,8975,Genitourinary,0.17
abnormal posture,8979,Heart/Veins/Arteries,0.09
chalazion eye lid,8974,Eye (Vision),1.0
adhd,8989,Mental Disorders,0.9
insomnia,8989,Mental Disorders,0.95
scarring alopecia,9016,Skin,0.63
back injury electricution though entering neck out though lower back top head,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.63
lower radiculopathy extremity femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
lower radiculopathy extremity femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
insomnia,8989,Mental Disorders,0.95
severe anxiety,8989,Mental Disorders,0.9
social adjustment disorder,8989,Mental Disorders,0.97
sexual dysfunction,8975,Genitourinary,0.68
nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.6
spinal spondylosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.73
spinal stenosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.65
radiculopathy lower extremity external cutaneous nerve thigh,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity external cutaneous nerve thigh,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,0.61
radiculopathy lower extremity obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,0.61
radiculopathy lower extremity ilio inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity ilio inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
degenerative disc disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
herniated disc,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
vertigo,8969,Ear Disease and Other Sense Organs,0.83
middle back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.93
ulcers,8989,Mental Disorders,0.1
bruxism,8967,Dental and Oral,0.55
painful scar residual knee anterior cruciate ligament rupture medial meniscus tear status post reconstruction repair,8997,Musculoskeletal - Knee,0.95
scar tissue,9013,Scars (Extremities and Trunk),0.78
obesity,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.21
cholescystectomy,8989,Mental Disorders,0.1
insomnia,8989,Mental Disorders,0.95
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
nasal general,9012,Respiratory,0.52
synovitis,9012,Respiratory,0.13
aphenphosmphobia,8989,Mental Disorders,0.1
intimacy disorder,8989,Mental Disorders,0.86
ankle weakness,8991,Musculoskeletal - Ankle,0.87
foot strain,8994,Musculoskeletal - Foot,0.96
radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
neuropathy,9006,Neurological - Cranial/Peripheral Nerves,0.79
insomnia disorder,8989,Mental Disorders,0.98
hand neuropathy,9006,Neurological - Cranial/Peripheral Nerves,0.75
hearing loss worsen knee loss eye sight ptsd worsen,8974,Eye (Vision),0.79
intraocular hypertension,8979,Heart/Veins/Arteries,0.98
teeth grinding,8967,Dental and Oral,0.75
astigmatism,8974,Eye (Vision),0.83
covid,9012,Respiratory,0.41
concussion,9020,Traumatic Brain Injury,0.62
acid reflux,8968,Digestive,0.95
numbness neck both shoulders,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.69
lumbosacral strain degenerative arthritis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.87
sleep apnea study,9012,Respiratory,0.99
painful scar shoulder,9013,Scars (Extremities and Trunk),0.81
low back lower radiculopathy,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
mental health include anxiety insomnia,8989,Mental Disorders,0.93
bladder dysfunction,8975,Genitourinary,0.94
sleep disorder,8989,Mental Disorders,0.93
lumbar spine djd,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.83
amblyopia,8989,Mental Disorders,0.1
childhood military ptsd,8989,Mental Disorders,0.41
cervicalgia,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.78
constipation,8968,Digestive,0.93
heel,8994,Musculoskeletal - Foot,0.77
heel,8994,Musculoskeletal - Foot,0.77
achilles tendinitis,8991,Musculoskeletal - Ankle,0.52
syncope,8979,Heart/Veins/Arteries,0.37
intermittent explosive disorder,8989,Mental Disorders,0.62
spondylolysis l previously rated under,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.11
unspecified mental health,8989,Mental Disorders,0.95
asthma rhinitis,9012,Respiratory,1.0
jaw tmj,249481,Dental and Oral - Musculoskeletal,0.61
gastrointestinal conditions,8968,Digestive,0.96
skin conditions,9016,Skin,0.93
ent conditions,8989,Mental Disorders,0.1
sinusitis pact act,9012,Respiratory,0.95
rhinitis pact act,9012,Respiratory,0.94
arthritis neck back shoulders elbows wrists hands knees ankles,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.89
knee conditions,8997,Musculoskeletal - Knee,1.0
abdominal,8968,Digestive,0.83
rib,249482,Musculoskeletal - Bones,0.35
shoulders,8989,Mental Disorders,0.1
lower back conditions,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
mid back conditions,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.87
neck upper back conditions,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.97
back spasms,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
pfb neck,9016,Skin,0.55
achne back face chest neck shoulders,9016,Skin,0.34
lumbar spinal stenosis spondylosis disc degeneration,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
lumbosacral thoracic strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
forearm limitation extension rue,8993,Musculoskeletal - Elbow,0.42
forearm limitation flexion rue,8993,Musculoskeletal - Elbow,0.44
elbow limitation extension rue,8993,Musculoskeletal - Elbow,0.97
elbow limitation flexion rue,8993,Musculoskeletal - Elbow,0.97
gulf war syndrome tumor scar,9016,Skin,0.27
gulf war syndrome tumor,8968,Digestive,0.09
tibia fibula fracture leg scar,8997,Musculoskeletal - Knee,0.56
tibia fibula fracture leg,8997,Musculoskeletal - Knee,0.79
scars general,8989,Mental Disorders,0.15
scars general,8989,Mental Disorders,0.15
hypertension high blood pressure pact act,8979,Heart/Veins/Arteries,0.98
cva,8989,Mental Disorders,0.1
acquired mental health include but not limited anxiety depression adjustment disorder,8989,Mental Disorders,0.94
insomnia,8989,Mental Disorders,0.95
memory loss,8989,Mental Disorders,0.75
thumb injury,8995,Musculoskeletal - Hand,0.89
ankle injury,8991,Musculoskeletal - Ankle,0.99
painful scar on shoulder,9013,Scars (Extremities and Trunk),0.81
numbness shoulder,9002,Musculoskeletal - Shoulder,0.8
broken clavicle,9002,Musculoskeletal - Shoulder,0.56
radiculopathy lower extremities femoral,9006,Neurological - Cranial/Peripheral Nerves,0.7
radiculopathy lower extremities sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.76
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
lumbar strain degenerative joint disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
on immune suppressant,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.75
cervical strain ankylosing spondylitis,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.51
vertebrogenic low back sacroiliitis ankylosing spondylitis thoracogenic scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
