text_to_classify,predicted_code,predicted_label,prediction_probability
scar great toe,9013,Scars (Extremities and Trunk),0.73
hallux valgus foot status post metatarsal head resection now arthritis,8994,Musculoskeletal - Foot,0.95
scar upper arm status post excision schwannoma,9013,Scars (Extremities and Trunk),0.83
retropatellar syndrome knee,8997,Musculoskeletal - Knee,0.96
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
hip synovitis,8996,Musculoskeletal - Hip,0.76
ulnar neuropathy status post excision schwannoma,9006,Neurological - Cranial/Peripheral Nerves,0.36
arthritis foot,8994,Musculoskeletal - Foot,0.82
insomnia,8989,Mental Disorders,0.95
distension bloating,8968,Digestive,0.6
occasional constipation,8968,Digestive,0.93
gastrointestinal bloiting acid reflux vomiting bloiting stomache,8968,Digestive,1.0
recurrent skin rash,9016,Skin,0.99
ent symptoms sinus congection tonsillitis ear blockage,9012,Respiratory,0.58
crhonic rinitis,8989,Mental Disorders,0.1
shoulder radiation neck back,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.73
lower back spasm diagnosed scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
unspecified depressive disorder claimed adjustment disorder anxiety depressed mood,8989,Mental Disorders,1.0
heterotopic ossification,8989,Mental Disorders,0.1
improper healing hand injury,8995,Musculoskeletal - Hand,0.89
lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
flat feet,8994,Musculoskeletal - Foot,0.19
neoplasm uncertain behavior transverse colon,8968,Digestive,0.35
obesity,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.21
contact dermatitis,9016,Skin,0.93
insomnia,8989,Mental Disorders,0.95
posttraumatic stress disorder ptsd depressive disorder recurrent without psychosis generalized anxiety disorder alcohol disorder neurocognitive disorder,8989,Mental Disorders,0.95
shoulder impingement syndrome rotator cuff tendonitis acromioclavicular joint osteoarthritis,9002,Musculoskeletal - Shoulder,1.0
cubital tunnel syndrome,9006,Neurological - Cranial/Peripheral Nerves,0.47
asthma obstructive pulmonary disease copd obstructive sleep apnea,9012,Respiratory,1.0
osgood schlatters shydrome,8997,Musculoskeletal - Knee,0.28
fractured wrist,9004,Musculoskeletal - Wrist,0.88
radiculopathy lower extremities femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.82
radiculopathy lower extremities sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.86
sinus issues,9012,Respiratory,0.96
fatty liver,8968,Digestive,0.7
back strain lumbar arthritis claimed lumbar spine strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
plantar fasciitis foot claimed plantar fasciitis,8994,Musculoskeletal - Foot,1.0
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
tinnitus hearing loss really bad headaches from deployment severe anxiety hypertension,3140,Hearing Loss,0.68
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
insomnia,8989,Mental Disorders,0.95
joint pains,9001,Musculoskeletal - Other,0.29
brain injury tbi,9020,Traumatic Brain Injury,0.98
ptsd claimed insomnia night sweats depression anxiety nightmares,8989,Mental Disorders,0.95
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
neuropathy,9006,Neurological - Cranial/Peripheral Nerves,0.79
walking gait deformity,9001,Musculoskeletal - Other,0.1
limited flexion,8997,Musculoskeletal - Knee,0.19
sciatic nerve damage,9006,Neurological - Cranial/Peripheral Nerves,0.75
knee degenerative arthritis status post knee replacement limitation extension,8997,Musculoskeletal - Knee,0.99
surgical scar knee,9013,Scars (Extremities and Trunk),0.84
knee degenerative arthritis status post knee replacement,8997,Musculoskeletal - Knee,0.99
insomnia,8989,Mental Disorders,0.95
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
vitamin deficiency,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.75
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
knee patellofemoral syndrome knee strain,8997,Musculoskeletal - Knee,1.0
knee djd,8997,Musculoskeletal - Knee,0.92
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
wrist scaphoid avascular necrosis status post excision capitate lunate fusion,9004,Musculoskeletal - Wrist,0.72
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
wrestlers elbow,8993,Musculoskeletal - Elbow,1.0
fatigue syndrome cfs fibromyalgia,9007,Neurological other System,0.52
carpal tunnel,9006,Neurological - Cranial/Peripheral Nerves,0.67
hiatal hernia iheartburn chest,8968,Digestive,0.62
muscle tension,9005,Musculoskeletal and Muscle Injuries,0.29
spondylolisthesis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.38
sciatica lumbar radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.6
insomia,8989,Mental Disorders,0.1
vertigo menieres disease,8969,Ear Disease and Other Sense Organs,0.79
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
posttraumatic stress disorder,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.44
severe sleep apnea,9012,Respiratory,0.92
cervical spine degenerative disease claimed osteoarthritis osteopenia,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.53
restless legs syndrome,9007,Neurological other System,0.37
ureterolithiasis,8989,Mental Disorders,0.1
dermatitis,9016,Skin,0.98
posttraumatic stress disorder claimed depression anxiety,8989,Mental Disorders,0.75
knee strain claimed knee,8997,Musculoskeletal - Knee,0.99
unspecified depressive disorder,8989,Mental Disorders,0.98
alcoholism,8989,Mental Disorders,0.83
chest,8979,Heart/Veins/Arteries,0.49
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
mental health,8989,Mental Disorders,0.93
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
scars,8989,Mental Disorders,0.1
bruxism,8967,Dental and Oral,0.55
hypoxia,8989,Mental Disorders,0.1
chest palpitations heart murmur,8979,Heart/Veins/Arteries,0.98
septal defect,680,Birth Defect in Child,0.09
vasectomy,8975,Genitourinary,0.79
skin paresthesia rash eczema tinea corporis vitiligo dermatitis,9016,Skin,1.0
anxiety depression ptsd insomnia,8989,Mental Disorders,0.98
respiratory infection bronchitis cough,9012,Respiratory,1.0
urinary incontinence frequency blood urine,8975,Genitourinary,0.97
irritable bowel syndrome ibs diarrhea,8968,Digestive,1.0
gerd gastroesophageal reflux disease acid reflux,8968,Digestive,1.0
migraines headaches dizziness,8969,Ear Disease and Other Sense Organs,0.63
temporomandibular disorder including tmj lock jaw grinding teeth,249481,Dental and Oral - Musculoskeletal,0.74
foot plantar fasciitis,8994,Musculoskeletal - Foot,1.0
hip joint,8996,Musculoskeletal - Hip,0.98
cervical strain rad neck,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.99
lumbar strain rad low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
elbow joint,8993,Musculoskeletal - Elbow,0.99
eye astigmatism myopia,8974,Eye (Vision),1.0
scars torso,8989,Mental Disorders,0.1
scars extremity head,9006,Neurological - Cranial/Peripheral Nerves,0.34
lower radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.58
upper radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.55
shoulder strain tendonitis,9002,Musculoskeletal - Shoulder,0.99
degenerative disc disease thoracolumbar spine previously rated thoracolumbosacral strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
lower peripheral neuropathy,9006,Neurological - Cranial/Peripheral Nerves,0.83
migraine headaches,9007,Neurological other System,0.71
lower peripheral neuropathy,9006,Neurological - Cranial/Peripheral Nerves,0.83
wrist carpal tunnel syndrome,9004,Musculoskeletal - Wrist,0.92
knee strain patellofemoral syndrome tendinitis,8997,Musculoskeletal - Knee,1.0
knee strain patellofemoral syndrome tendinitis,8997,Musculoskeletal - Knee,1.0
migraine including migraine variants,9007,Neurological other System,0.75
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
eosinophilic esophagitis,8968,Digestive,0.73
dermatitis,9016,Skin,0.98
